"filename", "language", "Markdown", "JSON", "Log", "SCSS", "HTML", "TypeScript", "JavaScript", "PHP", "XML", "CSS", "comment", "blank", "total"
"f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\manual\plugin\index.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\manual\script\index.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\study\adapter\index.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\study\advice\index.md", "Markdown", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 30
"f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\study\component\index.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\study\consoleDesk\index.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\study\course\mirai\index.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\study\index.md", "Markdown", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22
"f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\study\plugin\index.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\study\script\index.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\Project\工作文件夹\MiraiTravel\vuepress\package.json", "JSON", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"f:\Project\工作文件夹\MiraiTravel\vuepress\yarn-error.log", "Log", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 9, 28
"Total", "-", 3626, 96, 484, 0, 667, 85, 12946, 5153, 1, 2, 3426, 1754, 28240
